PRODUCT_NAME,PRICING,URL,BRAND,SCREEN_SIZE,DISPLAY_TYPE,RESOLUTION,OS
"Hisense - 85"" Class A7 Series LED 4K UHD  Google TV",$849.99,https://www.bestbuy.com/site/hisense-85-class-a7-series-led-4k-uhd-google-tv/6521460.p?skuId=6521460,HISENSE,85,LED,4K UHD,Google
"VIZIO - 24"" Class D-Series Full HD Smart TV",$139.99,https://www.bestbuy.com/site/vizio-24-class-d-series-full-hd-smart-tv/6510151.p?skuId=6510151,VIZIO,24,OLED,FHD,Class
"Samsung - 55"" Class Q80B QLED 4K Smart Tizen TV",$899.99,https://www.bestbuy.com/site/samsung-55-class-q80b-qled-4k-smart-tizen-tv/6503083.p?skuId=6503083,SAMSUNG,55,QLED,Smart Tizen,Tizen
"Samsung - 77"" Class S90C OLED Smart Tizen TV","$3,199.99",https://www.bestbuy.com/site/samsung-77-class-s90c-oled-smart-tizen-tv/6536970.p?skuId=6536970,SAMSUNG,77,OLED,Tizen TV,Tizen
"Samsung - 65"" Class QN800 Neo QLED 8K UHD Smart Tizen TV","$1,599.99",https://www.bestbuy.com/site/samsung-65-class-qn800-neo-qled-8k-uhd-smart-tizen-tv/6499340.p?skuId=6499340,SAMSUNG,65,Neo,8K UHD,Tizen
"LG - 77"" Class G2 Series OLED evo 4K UHD Smart webOS TV with Gallery Design","$3,399.99",https://www.bestbuy.com/site/lg-77-class-g2-series-oled-evo-4k-uhd-smart-webos-tv-with-gallery-design/6501483.p?skuId=6501483,LG,77,OLED,evo 4K,Gallery
"Hisense - 50"" Class R6G Series LED 4K UHD Smart Roku TV",$259.99,https://www.bestbuy.com/site/hisense-50-class-r6g-series-led-4k-uhd-smart-roku-tv/6492216.p?skuId=6492216,HISENSE,50,LED,4K UHD,Roku
"TCL - 50"" Class 4-Series LED 4K UHD Smart Google TV",$269.99,https://www.bestbuy.com/site/tcl-50-class-4-series-led-4k-uhd-smart-google-tv/6470246.p?skuId=6470246,TCL,50,LED,4K UHD,Class
"LG - 65"" Class G3 Series OLED 4K UHD Smart webOS TV with One Wall Design","$2,999.99",https://www.bestbuy.com/site/lg-65-class-g3-series-oled-4k-uhd-smart-webos-tv-with-one-wall-design/6535928.p?skuId=6535928,LG,65,OLED,4K UHD,Wall
"LG - 48"" Class C3 Series OLED 4K UHD Smart webOS TV","$1,249.99",https://www.bestbuy.com/site/lg-48-class-c3-series-oled-4k-uhd-smart-webos-tv/6534584.p?skuId=6534584,LG,48,OLED,4K UHD,webOS
"Samsung - 55"" Class Q80C QLED 4K Smart Tizen TV","$1,099.99",https://www.bestbuy.com/site/samsung-55-class-q80c-qled-4k-smart-tizen-tv/6537331.p?skuId=6537331,SAMSUNG,55,QLED,Smart Tizen,Tizen
"Sony - 65"" Class BRAVIA XR X95K 4K HDR Mini LED Google TV","$1,899.99",https://www.bestbuy.com/site/sony-65-class-bravia-xr-x95k-4k-hdr-mini-led-google-tv/6500888.p?skuId=6500888,SONY,65,XR,4K HDR,Google
"LG - 55"" Class 80 Series QNED 4K UHD Smart webOS TV",$699.99,https://www.bestbuy.com/site/lg-55-class-80-series-qned-4k-uhd-smart-webos-tv/6501911.p?skuId=6501911,LG,55,QNED,4K UHD,webOS
"Roku - 65"" Class Select Series 4K Smart RokuTV",$449.99,https://www.bestbuy.com/site/roku-65-class-select-series-4k-smart-rokutv/6536726.p?skuId=6536726,ROKU,65,4K,Smart RokuTV,Smart
"Hisense - 50"" Class A6 Series LED 4K UHD Smart Google TV",$259.99,https://www.bestbuy.com/site/hisense-50-class-a6-series-led-4k-uhd-smart-google-tv/6502592.p?skuId=6502592,HISENSE,50,LED,4K UHD,Google
"VIZIO - 43"" Class MQ6 Series 4K QLED HDR Smart TV",$299.99,https://www.bestbuy.com/site/vizio-43-class-mq6-series-4k-qled-hdr-smart-tv/6510123.p?skuId=6510123,VIZIO,43,4K,QLED HDR,Smart
"Samsung - 85"" Class  Q70A Series QLED 4K UHD Smart Tizen TV","$1,599.99",https://www.bestbuy.com/site/samsung-85-class-q70a-series-qled-4k-uhd-smart-tizen-tv/6452061.p?skuId=6452061,SAMSUNG,85,QLED,4K UHD,Tizen
"Samsung - 77"" Class S95C OLED 4K Smart Tizen TV","$4,499.99",https://www.bestbuy.com/site/samsung-77-class-s95c-oled-4k-smart-tizen-tv/6532680.p?skuId=6532680,SAMSUNG,77,OLED,Smart Tizen,Tizen
"VIZIO - 40"" Class D-Series Full HD Smart TV",$199.99,https://www.bestbuy.com/site/vizio-40-class-d-series-full-hd-smart-tv/6510122.p?skuId=6510122,VIZIO,40,QLED,4K UHD,Class
"TCL - 75"" Class 5-Series 4K UHD QLED Dolby Vision HDR Smart Roku TV",$764.99,https://www.bestbuy.com/site/tcl-75-class-5-series-4k-uhd-qled-dolby-vision-hdr-smart-roku-tv/6514548.p?skuId=6514548,TCL,75,LED,4K UHD,Class
"TCL - 75"" Class 4-Series 4K UHD HDR Smart Roku TV",$569.99,https://www.bestbuy.com/site/tcl-75-class-4-series-4k-uhd-hdr-smart-roku-tv/6500476.p?skuId=6500476,TCL,75,OLED,4K UHD,Class
"LG - 70"" Class UQ9000 Series LED 4K UHD Smart webOS TV",$699.99,https://www.bestbuy.com/site/lg-70-class-uq9000-series-led-4k-uhd-smart-webos-tv/6501926.p?skuId=6501926,LG,70,LED,4K UHD,webOS
"Sony - 48"" Class BRAVIA XR A90K 4K HDR OLED Google TV","$1,399.99",https://www.bestbuy.com/site/sony-48-class-bravia-xr-a90k-4k-hdr-oled-google-tv/6505133.p?skuId=6505133,SONY,48,XR,4K HDR,Google
"Roku - 65"" Class Plus Series QLED 4K Smart RokuTV",$649.99,https://www.bestbuy.com/site/roku-65-class-plus-series-qled-4k-smart-rokutv/6536734.p?skuId=6536734,ROKU,65,QLED,4K Smart,Smart
"VIZIO - 75"" Class MQ6 Series 4K QLED HDR Smart TV",$699.99,https://www.bestbuy.com/site/vizio-75-class-mq6-series-4k-qled-hdr-smart-tv/6510141.p?skuId=6510141,VIZIO,75,4K,QLED HDR,Smart
"Toshiba - 43"" Class C350 Series LED 4K UHD Smart Fire TV",$211.99,https://www.bestbuy.com/site/toshiba-43-class-c350-series-led-4k-uhd-smart-fire-tv/6458651.p?skuId=6458651,TOSHIBA,43,LED,4K UHD,Fire
"Samsung - 65"" Class 8000 Series LED 4K UHD Smart Tizen TV",$649.99,https://www.bestbuy.com/site/samsung-65-class-8000-series-led-4k-uhd-smart-tizen-tv/6453024.p?skuId=6453024,SAMSUNG,65,LED,4K UHD,Tizen
"Insignia™ - 43"" Class N10 Series LED Full HD TV",$139.99,https://www.bestbuy.com/site/insignia-43-class-n10-series-led-full-hd-tv/6530085.p?skuId=6530085,INSIGNIA™,43,LED,Full HD,HD
"LG - 43"" Class NanoCell 75UQA Series LED 4K UHD Smart webOS TV",$379.99,https://www.bestbuy.com/site/lg-43-class-nanocell-75uqa-series-led-4k-uhd-smart-webos-tv/6501920.p?skuId=6501920,LG,43,LED,4K UHD,webOS
"LG - 75"" Class 80 Series QNED 4K UHD Smart webOS TV","$1,499.99",https://www.bestbuy.com/site/lg-75-class-80-series-qned-4k-uhd-smart-webos-tv/6535920.p?skuId=6535920,LG,75,QNED,4K UHD,webOS
"Sony - 55"" Class BRAVIA XR A90J Series OLED 4K UHD Smart Google TV",$999.99,https://www.bestbuy.com/site/sony-55-class-bravia-xr-a90j-series-oled-4k-uhd-smart-google-tv/6450479.p?skuId=6450479,SONY,55,OLED,4K UHD,Google
"TCL - 55"" Class 6-Series Mini-LED QLED 4K UHD Smart Google TV",$599.99,https://www.bestbuy.com/site/tcl-55-class-6-series-mini-led-qled-4k-uhd-smart-google-tv/6470273.p?skuId=6470273,TCL,55,QLED,4K UHD,Class
"Hisense - 75"" Class A6 Series LED 4K UHD Smart Google TV",$549.99,https://www.bestbuy.com/site/hisense-75-class-a6-series-led-4k-uhd-smart-google-tv/6502595.p?skuId=6502595,HISENSE,75,LED,4K UHD,Google
"Sony - 75"" Class X80K Series LED 4K HDR Smart Google TV","$1,199.99",https://www.bestbuy.com/site/sony-75-class-x80k-series-led-4k-hdr-smart-google-tv/6499674.p?skuId=6499674,SONY,75,LED,4K HDR,Google
"TCL - 55"" Class 5-Series 4K UHD QLED Dolby Vision HDR Smart Roku TV",$429.99,https://www.bestbuy.com/site/tcl-55-class-5-series-4k-uhd-qled-dolby-vision-hdr-smart-roku-tv/6514544.p?skuId=6514544,TCL,55,LED,4K UHD,Class
"Samsung - 55"" Class S95B OLED 4K Smart Tizen TV","$1,299.99",https://www.bestbuy.com/site/samsung-55-class-s95b-oled-4k-smart-tizen-tv/6502216.p?skuId=6502216,SAMSUNG,55,OLED,Smart Tizen,Tizen
"Samsung - 85"" Class QN800 Neo QLED 8K UHD Smart Tizen TV","$3,299.99",https://www.bestbuy.com/site/samsung-85-class-qn800-neo-qled-8k-uhd-smart-tizen-tv/6499301.p?skuId=6499301,SAMSUNG,85,Neo,8K UHD,Tizen
"Sony - 83"" Class A90J Series OLED 4K UHD Smart Google TV","$4,699.99",https://www.bestbuy.com/site/sony-83-class-a90j-series-oled-4k-uhd-smart-google-tv/6456201.p?skuId=6456201,SONY,83,OLED,4K UHD,Google
"Hisense - 55"" Class A6 Series LED 4K UHD Smart Google TV",$289.99,https://www.bestbuy.com/site/hisense-55-class-a6-series-led-4k-uhd-smart-google-tv/6502593.p?skuId=6502593,HISENSE,55,LED,4K UHD,Google
"LG - 50"" Class UR9000 Series LED 4K UHD Smart webOS TV",$449.99,https://www.bestbuy.com/site/lg-50-class-ur9000-series-led-4k-uhd-smart-webos-tv/6534593.p?skuId=6534593,LG,50,LED,4K UHD,webOS
"LG - 75"" Class 80 Series QNED 4K UHD Smart webOS TV","$1,299.99",https://www.bestbuy.com/site/lg-75-class-80-series-qned-4k-uhd-smart-webos-tv/6501909.p?skuId=6501909,LG,75,QNED,4K UHD,webOS
"Samsung - 75"" Class Q80C QLED 4K Smart Tizen TV","$1,999.99",https://www.bestbuy.com/site/samsung-75-class-q80c-qled-4k-smart-tizen-tv/6537328.p?skuId=6537328,SAMSUNG,75,QLED,Smart Tizen,Tizen
"Sony - 50"" Class BRAVIA XR X90J Series LED 4K UHD Smart Google TV",$799.99,https://www.bestbuy.com/site/sony-50-class-bravia-xr-x90j-series-led-4k-uhd-smart-google-tv/6453206.p?skuId=6453206,SONY,50,LED,4K UHD,Google
"LG - 83"" Class C2 Series OLED evo 4K  UHD Smart webOS TV","$4,299.99",https://www.bestbuy.com/site/lg-83-class-c2-series-oled-evo-4k-uhd-smart-webos-tv/6501488.p?skuId=6501488,LG,83,OLED,evo 4K,webOS
"Hisense - 65"" Class R6G Series LED 4K UHD Smart Roku TV",$379.99,https://www.bestbuy.com/site/hisense-65-class-r6g-series-led-4k-uhd-smart-roku-tv/6492222.p?skuId=6492222,HISENSE,65,LED,4K UHD,Roku
"Sony - 42"" Class BRAVIA XR A90K 4K HDR OLED Google TV","$1,299.99",https://www.bestbuy.com/site/sony-42-class-bravia-xr-a90k-4k-hdr-oled-google-tv/6505134.p?skuId=6505134,SONY,42,XR,4K HDR,Google
"Roku - 75"" Class Select Series 4K Smart RokuTV",$699.99,https://www.bestbuy.com/site/roku-75-class-select-series-4k-smart-rokutv/6536730.p?skuId=6536730,ROKU,75,4K,Smart RokuTV,Smart
"LG - 43"" Class UQ9000 Series LED 4K UHD Smart webOS TV",$349.99,https://www.bestbuy.com/site/lg-43-class-uq9000-series-led-4k-uhd-smart-webos-tv/6501931.p?skuId=6501931,LG,43,LED,4K UHD,webOS
"Samsung - 65"" Class Q80B QLED 4K Smart Tizen TV",$999.99,https://www.bestbuy.com/site/samsung-65-class-q80b-qled-4k-smart-tizen-tv/6503080.p?skuId=6503080,SAMSUNG,65,QLED,Smart Tizen,Tizen
"Samsung - 75"" Class  Q70A Series QLED 4K UHD Smart Tizen TV","$1,299.99",https://www.bestbuy.com/site/samsung-75-class-q70a-series-qled-4k-uhd-smart-tizen-tv/6452064.p?skuId=6452064,SAMSUNG,75,QLED,4K UHD,Tizen
"Sony - 65"" class BRAVIA XR X93L Mini LED 4K HDR Google TV","$2,199.99",https://www.bestbuy.com/site/sony-65-class-bravia-xr-x93l-mini-led-4k-hdr-google-tv/6543517.p?skuId=6543517,SONY,65,XR,Mini LED,Google
"TCL - 55"" Class 4-Series LED 4K UHD Smart Google TV",$279.99,https://www.bestbuy.com/site/tcl-55-class-4-series-led-4k-uhd-smart-google-tv/6470247.p?skuId=6470247,TCL,55,LED,4K UHD,Class
"Insignia™ - 50"" Class F30 Series LED 4K UHD Smart Fire TV",$180.99,https://www.bestbuy.com/site/insignia-50-class-f30-series-led-4k-uhd-smart-fire-tv/6456970.p?skuId=6456970,INSIGNIA™,50,LED,4K UHD,Fire
"TCL - 32"" Class 3-Series HD 720p LED Smart Roku TV",$129.99,https://www.bestbuy.com/site/tcl-32-class-3-series-hd-720p-led-smart-roku-tv/6508431.p?skuId=6508431,TCL,32,OLED,FHD,Class
"Sony - 77"" class BRAVIA XR A80L OLED 4K HDR Google TV","$3,499.99",https://www.bestbuy.com/site/sony-77-class-bravia-xr-a80l-oled-4k-hdr-google-tv/6543910.p?skuId=6543910,SONY,77,XR,OLED 4K,Google
"Sony - 65"" Class BRAVIA XR A90J Series OLED 4K UHD Smart Google TV","$2,199.99",https://www.bestbuy.com/site/sony-65-class-bravia-xr-a90j-series-oled-4k-uhd-smart-google-tv/6450480.p?skuId=6450480,SONY,65,OLED,4K UHD,Google
"VIZIO - 24"" Class D-Series LED 720P Smart TV",$99.99,https://www.bestbuy.com/site/vizio-24-class-d-series-led-720p-smart-tv/6523393.p?skuId=6523393,VIZIO,24,OLED,FHD,Class
"Furrion - 50"" Partial Sun 4K UHD Smart Outdoor TV","$1,399.99",https://www.bestbuy.com/site/furrion-50-partial-sun-4k-uhd-smart-outdoor-tv/6540945.p?skuId=6540945,FURRION,50,4K,Smart Outdoor,Outdoor
"Toshiba - 55"" Class C350 Series LED 4K UHD Smart Fire TV",$235.99,https://www.bestbuy.com/site/toshiba-55-class-c350-series-led-4k-uhd-smart-fire-tv/6458645.p?skuId=6458645,TOSHIBA,55,LED,4K UHD,Fire
"TCL - 50"" Class 5-Series QLED 4K UHD Smart Google TV",$379.99,https://www.bestbuy.com/site/tcl-50-class-5-series-qled-4k-uhd-smart-google-tv/6470258.p?skuId=6470258,TCL,50,LED,4K UHD,Class
"Hisense - 43"" Class R6G Series LED 4K UHD Smart Roku TV",$239.99,https://www.bestbuy.com/site/hisense-43-class-r6g-series-led-4k-uhd-smart-roku-tv/6502596.p?skuId=6502596,HISENSE,43,LED,4K UHD,Roku
"Sony - 55"" Class BRAVIA XR A95K 4K HDR OLED Google TV","$2,499.99",https://www.bestbuy.com/site/sony-55-class-bravia-xr-a95k-4k-hdr-oled-google-tv/6500894.p?skuId=6500894,SONY,55,XR,4K HDR,Google
"Samsung - 50"" Class Q80C QLED 4K Smart Tizen TV",$999.99,https://www.bestbuy.com/site/samsung-50-class-q80c-qled-4k-smart-tizen-tv/6537333.p?skuId=6537333,SAMSUNG,50,QLED,Smart Tizen,Tizen
"LG - 55"" Class G2 Series OLED evo 4K UHD Smart webOS TV with Gallery Design","$1,499.99",https://www.bestbuy.com/site/lg-55-class-g2-series-oled-evo-4k-uhd-smart-webos-tv-with-gallery-design/6501487.p?skuId=6501487,LG,55,OLED,evo 4K,Gallery
"TCL - 65"" Class 6-Series 4K Mini-LED UHD QLED Dolby Vision HDR Smart Roku TV",$949.99,https://www.bestbuy.com/site/tcl-65-class-6-series-4k-mini-led-uhd-qled-dolby-vision-hdr-smart-roku-tv/6515360.p?skuId=6515360,TCL,65,OLED,4K UHD,Class
"LG - 75"" Class NanoCell 75UQA Series LED 4K UHD Smart webOS TV",$899.99,https://www.bestbuy.com/site/lg-75-class-nanocell-75uqa-series-led-4k-uhd-smart-webos-tv/6501914.p?skuId=6501914,LG,75,LED,4K UHD,webOS
"Sony - 75"" Class BRAVIA XR X95K 4K HDR Mini LED Google TV","$2,999.99",https://www.bestbuy.com/site/sony-75-class-bravia-xr-x95k-4k-hdr-mini-led-google-tv/6500886.p?skuId=6500886,SONY,75,XR,4K HDR,Google
"LG - 65"" Class NanoCell 75UQA Series LED 4K UHD Smart webOS TV",$699.99,https://www.bestbuy.com/site/lg-65-class-nanocell-75uqa-series-led-4k-uhd-smart-webos-tv/6501917.p?skuId=6501917,LG,65,LED,4K UHD,webOS
"LG - 65"" Class B2 Series OLED 4K UHD Smart webOS TV","$1,749.99",https://www.bestbuy.com/site/lg-65-class-b2-series-oled-4k-uhd-smart-webos-tv/6501896.p?skuId=6501896,LG,65,OLED,4K UHD,webOS
"Samsung - 65"" Class S95C OLED 4K Smart Tizen TV","$3,299.99",https://www.bestbuy.com/site/samsung-65-class-s95c-oled-4k-smart-tizen-tv/6536969.p?skuId=6536969,SAMSUNG,65,OLED,Smart Tizen,Tizen
"LG - 43"" Class UR9000 Series LED 4K UHD Smart webOS TV",$399.99,https://www.bestbuy.com/site/lg-43-class-ur9000-series-led-4k-uhd-smart-webos-tv/6534594.p?skuId=6534594,LG,43,LED,4K UHD,webOS
"LG - 77"" Class B2 Series OLED 4K UHD Smart webOS TV","$2,299.99",https://www.bestbuy.com/site/lg-77-class-b2-series-oled-4k-uhd-smart-webos-tv/6501857.p?skuId=6501857,LG,77,OLED,4K UHD,webOS
"Sony - 85"" Class BRAVIA XR X95K 4K HDR Mini LED Google TV","$4,299.99",https://www.bestbuy.com/site/sony-85-class-bravia-xr-x95k-4k-hdr-mini-led-google-tv/6500883.p?skuId=6500883,SONY,85,XR,4K HDR,Google
"LG - 77"" Class C2 Series OLED evo 4K  UHD Smart webOS TV","$2,799.99",https://www.bestbuy.com/site/lg-77-class-c2-series-oled-evo-4k-uhd-smart-webos-tv/6501489.p?skuId=6501489,LG,77,OLED,evo 4K,webOS
"Sony - 75"" class BRAVIA XR X93L Mini LED 4K HDR Google TV","$2,999.99",https://www.bestbuy.com/site/sony-75-class-bravia-xr-x93l-mini-led-4k-hdr-google-tv/6543516.p?skuId=6543516,SONY,75,XR,Mini LED,Google
"LG - 55"" Class G3 Series OLED 4K UHD Smart webOS TV with One Wall Design","$2,499.99",https://www.bestbuy.com/site/lg-55-class-g3-series-oled-4k-uhd-smart-webos-tv-with-one-wall-design/6535936.p?skuId=6535936,LG,55,OLED,4K UHD,Wall
"TCL - 75"" Class 6-Series 4K Mini-LED UHD QLED Dolby Vision HDR Smart Roku TV","$1,274.99",https://www.bestbuy.com/site/tcl-75-class-6-series-4k-mini-led-uhd-qled-dolby-vision-hdr-smart-roku-tv/6515362.p?skuId=6515362,TCL,75,LED,4K UHD,Class
"Samsung - 55"" Class - The Terrace Series - 4K UHD TV - Smart - LED - Outdoor - with HDR","$3,499.99",https://www.bestbuy.com/site/samsung-55-class-the-terrace-series-4k-uhd-tv-smart-led-outdoor-with-hdr/6420351.p?skuId=6420351,SAMSUNG,55,LED,4K UHD,Tizen
"LG - 50"" Class NanoCell 75UQA Series LED 4K UHD Smart webOS TV",$399.99,https://www.bestbuy.com/site/lg-50-class-nanocell-75uqa-series-led-4k-uhd-smart-webos-tv/6501919.p?skuId=6501919,LG,50,LED,4K UHD,webOS
"TCL - 32"" Class 3-Series FHD 1080p LED Smart Google TV",$129.99,https://www.bestbuy.com/site/tcl-32-class-3-series-fhd-1080p-led-smart-google-tv/6508874.p?skuId=6508874,TCL,32,OLED,FHD,Class
"Amazon - 55"" Class Omni QLED Series 4K UHD smart Fire TV",$429.99,https://www.bestbuy.com/site/amazon-55-class-omni-qled-series-4k-uhd-smart-fire-tv/6542222.p?skuId=6542222,AMAZON,55,4K,UHD smart,Fire
"LG - 75"" Class 85 Series QNED Mini-LED 4K UHD Smart webOS TV","$1,999.99",https://www.bestbuy.com/site/lg-75-class-85-series-qned-mini-led-4k-uhd-smart-webos-tv/6501904.p?skuId=6501904,LG,75,QNED,Mini,QNED
"Samsung - 85"" Class 8000 Series LED 4K UHD Smart Tizen TV","$1,499.99",https://www.bestbuy.com/site/samsung-85-class-8000-series-led-4k-uhd-smart-tizen-tv/6453026.p?skuId=6453026,SAMSUNG,85,LED,4K UHD,Tizen
"LG - 48"" Class C2 Series OLED evo 4K  UHD Smart webOS TV","$1,049.99",https://www.bestbuy.com/site/lg-48-class-c2-series-oled-evo-4k-uhd-smart-webos-tv/6501499.p?skuId=6501499,LG,48,OLED,evo 4K,webOS
"Samsung - 55"" Class 8000 Series LED 4K UHD Smart Tizen TV",$499.99,https://www.bestbuy.com/site/samsung-55-class-8000-series-led-4k-uhd-smart-tizen-tv/6452996.p?skuId=6452996,SAMSUNG,55,LED,4K UHD,Tizen
"Amazon - 65"" Class Omni QLED Series 4K UHD smart Fire TV",$599.99,https://www.bestbuy.com/site/amazon-65-class-omni-qled-series-4k-uhd-smart-fire-tv/6521174.p?skuId=6521174,AMAZON,65,4K,UHD smart,Fire
"LG - 65"" Class 83 Series QNED Mini-LED 4K UHD Smart webOS TV",$999.99,https://www.bestbuy.com/site/lg-65-class-83-series-qned-mini-led-4k-uhd-smart-webos-tv/6517099.p?skuId=6517099,LG,65,QNED,Mini,QNED
"Samsung - 65"" Class  Q70A Series QLED 4K UHD Smart Tizen TV","$1,099.99",https://www.bestbuy.com/site/samsung-65-class-q70a-series-qled-4k-uhd-smart-tizen-tv/6451476.p?skuId=6451476,SAMSUNG,65,QLED,4K UHD,Tizen
"Samsung - 55"" Class Q60B QLED 4K Smart Tizen TV",$699.99,https://www.bestbuy.com/site/samsung-55-class-q60b-qled-4k-smart-tizen-tv/6502243.p?skuId=6502243,SAMSUNG,55,QLED,Smart Tizen,Tizen
"Samsung - 65"" Class QN85B Neo QLED 4K Smart Tizen TV","$1,199.99",https://www.bestbuy.com/site/samsung-65-class-qn85b-neo-qled-4k-smart-tizen-tv/6500308.p?skuId=6500308,SAMSUNG,65,Neo,4K Smart,Tizen
"TCL - 65"" Class 5-Series 4K UHD QLED Dolby Vision HDR Smart Roku TV",$549.99,https://www.bestbuy.com/site/tcl-65-class-5-series-4k-uhd-qled-dolby-vision-hdr-smart-roku-tv/6514546.p?skuId=6514546,TCL,65,QLED,4K UHD,Class
"LG - 50"" Class UQ9000 Series LED 4K UHD Smart webOS TV",$429.99,https://www.bestbuy.com/site/lg-50-class-uq9000-series-led-4k-uhd-smart-webos-tv/6501929.p?skuId=6501929,LG,50,LED,4K UHD,webOS
"SAMSUNG 65"" Class TU690T Crystal UHD 4K Smart TV powered by Tizen Smart TV",$669.99,https://www.bestbuy.com/site/samsung-65-class-tu690t-crystal-uhd-4k-smart-tv-powered-by-tizen-smart-tv/6538957.p?skuId=6538957,SAMSUNG,65,OLED,4K UHD,Tizen
"Roku - 75"" Class Plus Series QLED 4K Smart RokuTV",$999.99,https://www.bestbuy.com/site/roku-75-class-plus-series-qled-4k-smart-rokutv/6536735.p?skuId=6536735,ROKU,75,QLED,4K Smart,Smart
"Sony - 65"" class BRAVIA XR A80L OLED 4K HDR Google TV","$2,499.99",https://www.bestbuy.com/site/sony-65-class-bravia-xr-a80l-oled-4k-hdr-google-tv/6543908.p?skuId=6543908,SONY,65,XR,OLED 4K,Google
"Roku - 55"" Class Plus Series QLED 4K Smart RokuTV",$499.99,https://www.bestbuy.com/site/roku-55-class-plus-series-qled-4k-smart-rokutv/6536733.p?skuId=6536733,ROKU,55,QLED,4K Smart,Smart
"Samsung - 85"" Class Q60B QLED 4K Smart Tizen TV","$1,549.99",https://www.bestbuy.com/site/samsung-85-class-q60b-qled-4k-smart-tizen-tv/6502239.p?skuId=6502239,SAMSUNG,85,QLED,Smart Tizen,Tizen
"Amazon - 55"" Class 4-Series 4K UHD Smart Fire TV",$379.99,https://www.bestbuy.com/site/amazon-55-class-4-series-4k-uhd-smart-fire-tv/6479708.p?skuId=6479708,AMAZON,55,QLED,4K UHD,Class
"Samsung - 75"" Class QN900B Neo QLED 8K Smart Tizen TV","$3,999.99",https://www.bestbuy.com/site/samsung-75-class-qn900b-neo-qled-8k-smart-tizen-tv/6503040.p?skuId=6503040,SAMSUNG,75,Neo,8K Smart,Tizen
"TCL - 55"" Class 6-Series 4K Mini-LED UHD QLED Dolby Vision HDR Smart Roku TV",$649.99,https://www.bestbuy.com/site/tcl-55-class-6-series-4k-mini-led-uhd-qled-dolby-vision-hdr-smart-roku-tv/6515358.p?skuId=6515358,TCL,55,LED,4K UHD,Class
"Samsung - 75"" Class QN800C Neo QLED 8K Smart Tizen TV","$3,999.99",https://www.bestbuy.com/site/samsung-75-class-qn800c-neo-qled-8k-smart-tizen-tv/6534227.p?skuId=6534227,SAMSUNG,75,Neo,8K Smart,Tizen
"LG - 83"" Class G2 Series OLED evo 4K UHD Smart webOS TV with Gallery Design","$4,999.99",https://www.bestbuy.com/site/lg-83-class-g2-series-oled-evo-4k-uhd-smart-webos-tv-with-gallery-design/6501476.p?skuId=6501476,LG,83,OLED,evo 4K,Gallery
"LG - 70"" Class NanoCell 75UQA Series LED 4K UHD Smart webOS TV",$649.99,https://www.bestbuy.com/site/lg-70-class-nanocell-75uqa-series-led-4k-uhd-smart-webos-tv/6501916.p?skuId=6501916,LG,70,LED,4K UHD,webOS
"LG - 55"" Class NanoCell 75UQA Series LED 4K UHD Smart webOS TV",$549.99,https://www.bestbuy.com/site/lg-55-class-nanocell-75uqa-series-led-4k-uhd-smart-webos-tv/6501918.p?skuId=6501918,LG,55,LED,4K UHD,webOS
"Hisense - 32"" Class A4 Series LED Full HD 1080p Smart Android TV",$139.99,https://www.bestbuy.com/site/hisense-32-class-a4-series-led-full-hd-1080p-smart-android-tv/6527055.p?skuId=6527055,HISENSE,32,LED,Full HD,Android
"Samsung - 55"" Class QN95B Neo QLED 4K Smart TV","$2,299.99",https://www.bestbuy.com/site/samsung-55-class-qn95b-neo-qled-4k-smart-tv/6505532.p?skuId=6505532,SAMSUNG,55,Neo,4K Smart,Tizen
"VIZIO - 75"" Class V-Series 4K LED HDR Smart TV",$674.99,https://www.bestbuy.com/site/vizio-75-class-v-series-4k-led-hdr-smart-tv/6510150.p?skuId=6510150,VIZIO,75,OLED,4K UHD,Class
"LG - 77"" Class A2 Series OLED 4K UHD Smart webOS TV","$1,799.99",https://www.bestbuy.com/site/lg-77-class-a2-series-oled-4k-uhd-smart-webos-tv/6501899.p?skuId=6501899,LG,77,OLED,4K UHD,webOS
"Samsung - 55"" Class 7 Series LED 4K UHD Smart Tizen TV",$379.99,https://www.bestbuy.com/site/samsung-55-class-7-series-led-4k-uhd-smart-tizen-tv/6401735.p?skuId=6401735,SAMSUNG,55,LED,4K UHD,Tizen
"Samsung - 65"" Class QN95B Neo QLED 4K Smart TV","$1,599.99",https://www.bestbuy.com/site/samsung-65-class-qn95b-neo-qled-4k-smart-tv/6505531.p?skuId=6505531,SAMSUNG,65,Neo,4K Smart,Tizen
"LG - StanbyME 27"" Class LED Full HD Smart webOS Touch Screen",$999.99,https://www.bestbuy.com/site/lg-stanbyme-27-class-led-full-hd-smart-webos-touch-screen/6525168.p?skuId=6525168,LG,27,LED,HD Smart,Touch
"LG - 86"" Class 80 Series QNED 4K UHD Smart webOS TV","$2,299.99",https://www.bestbuy.com/site/lg-86-class-80-series-qned-4k-uhd-smart-webos-tv/6535922.p?skuId=6535922,LG,86,QNED,4K UHD,webOS
"LG - 55"" Class UQ9000 Series LED 4K UHD Smart webOS TV",$479.99,https://www.bestbuy.com/site/lg-55-class-uq9000-series-led-4k-uhd-smart-webos-tv/6501928.p?skuId=6501928,LG,55,LED,4K UHD,webOS
